dataset;X;Y;OBJECTID;ID;NOMBRE;MODALIDAD;TIPO;DIRECCION;MUNICIPIO;TELEFONO;UTM_X;UTM_Y;PLAZAS;SIGNATURA;OBSERVACIO;Estado;Est_LLav
alojamientos;-19.939.752.192;33.369.623.679;137;147;Cumplidos;Extrahotelera;Apartamento;Cmno. Cumplidos, 136;Los Llanos de Aridane;922460049;215460;3177738;4;E-38/5/007400-5;A/1LL;Tramitado;1
alojamientos;-19.941.214.345;33.320.134.605;138;148;Doña Paquita;Extrahotelera;Apartamento;Tte. Gral. Glez. Yerro;Los Llanos de Aridane;922460948;215226;3173417;68;E-38/5/007500-0;A/2LL;Tramitado;2
alojamientos;-19.934.879.311;33.223.987.526;139;149;Bayanes;Extrahotelera;Apartamento;Playa Bayanes, Pto. Naos;Los Llanos de Aridane;607759842;215578;3164998;24;E-38/5/008000-5;A/1LL;Tramitado;1
alojamientos;-19.928.505.152;33.280.847.994;140;150;Era, La;Extrahotelera;Apartamento;Cmno. El Pedregal, s/n;Los Llanos de Aridane;922402337;216259;3169956;24;E-38/5/0082;A/2LL;Tramitado;2
alojamientos;-19.938.880.427;33.315.431.742;141;151;Adjovimar;Extrahotelera;Apartamento;P. M. Hdez. Camacho, 52;Los Llanos de Aridane;922401941;215421;3173001;20;E-38/5/008300-4;A/1LL;Tramitado;1
alojamientos;-19.937.796.136;33.231.703.424;142;152;Padrón;Extrahotelera;Apartamento;M. Darias Montesinos, 4;Los Llanos de Aridane; ;215338;3165679;10;E-38/5/008600-3;A/1LL;Tramitado;1
alojamientos;-19.937.357.984;33.231.931.407;143;153;Domae;Extrahotelera;Apartamento;Mauricio Duque Camacho;Los Llanos de Aridane; ;215377;3165698;14;E-38/5/008700-0;A/1LL;Tramitado;1
alojamientos;-19.937.940.619;33.231.562.668;144;154;Padrón-Brito;Extrahotelera;Apartamento;M. Darias Montesinos, 8;Los Llanos de Aridane; ;215325;3165667;4;E-38/5/008900-2;A/1LL;Tramitado;1
alojamientos;-1.992.961.961;33.214.385.368;145;155;Carlos y Marta;Extrahotelera;Apartamento;Charco Verde, 300;Los Llanos de Aridane;922460836;216020;3164147;46;E-38/5/009700-5;A/1LL;Tramitado;1
alojamientos;-19.932.877.304;33.266.351.147;146;156;Flores, Las;Extrahotelera;Apartamento;Todoque, 386;Los Llanos de Aridane;922462083;215844;3168698;9;E-38/5/0102;A/1LL;Tramitado;1
alojamientos;-19.935.361.297;33.226.514.258;147;157;Sol La Palma;Extrahotelera;Apartamento;Punta del Pozo;Los Llanos de Aridane;922408000;215541;3165220;457;E-38/5/0103;A/3LL;Tramitado;3
alojamientos;-19.937.618.681;33.231.421.882;148;158;Playa Delphin;Extrahotelera;Apartamento;José Gúzman Pérez, 1;Los Llanos de Aridane;922408194;215353;3165654;39;E-38/5/0105;A/2LL;Tramitado;2
alojamientos;-19.937.051.968;33.230.097.823;149;159;Atlántico Playa;Extrahotelera;Apartamento;Avda. Marítima,29 Pto. Naos;Los Llanos de Aridane;922463121;215400;3165537;60;E-38/5/0106;A/2LL;Tramitado;2
alojamientos;-19.936.390.269;33.230.960.199;150;160;Bayana;Extrahotelera;Apartamento;M. Rodríguez Quintero, 7;Los Llanos de Aridane;922401058;215460;3165611;10;E-38/5/0108;A/1LL;Tramitado;1
alojamientos;-19.937.791.157;33.231.497.711;151;161;García-Pereyra;Extrahotelera;Apartamento;Esq. José Gúzman Pérez, 1;Los Llanos de Aridane;922462066;215338;3165661;21;E-38/5/0110;A/2LL;Tramitado;2
alojamientos;-19.937.075.227;33.230.588.966;152;162;Nisamar;Extrahotelera;Apartamento;Manuel R. Quintero, 7;Los Llanos de Aridane;922480320;215399;3165580;49;E-38/5/0117;A/1LL;Tramitado;1
alojamientos;-19.936.078.059;33.321.450.571;153;163;Patio, El;Extrahotelera;Apartamento;Convento, 41;Los Llanos de Aridane;922464048;215680;3173521;8;E-38/5/0119;A/1LL;Tramitado;1
alojamientos;-19.929.770.002;3.327.055.631;154;164;Gallo, El;Extrahotelera;Apartamento;Ctra. Todoque, 13;Los Llanos de Aridane; ;216126;3169059;8;E-38/5/0127;A/1LL;Tramitado;1
alojamientos;-19.938.776.014;33.233.646.335;155;165;Lajones, Los;Extrahotelera;Apartamento;Mauricio Duque Camacho;Los Llanos de Aridane;922403505;215256;3165851;102;E-38/5/0128;A/1LL;Tramitado;1
alojamientos;-1.992.979.998;33.332.509.751;156;166;Viv. Tur.;Extrahotelera;Vivienda turística;Los Pedregales;Los Llanos de Aridane; ;216255;3174474;1; ; ;Tramitado;0
alojamientos;-19.941.610.836;3.328.629.296;157;167;Casa Blanca;Extrahotelera;Vivienda turística;Cmno. Aldea, 24;Los Llanos de Aridane; ;215119;3170460;6;VT-10; ;Tramitado;0
alojamientos;-19.922.547.254;33.294.755.738;158;168;Viv. Tur.;Extrahotelera;Vivienda turística;Bungalows Tajuya, 1;Los Llanos de Aridane; ;216812;3171159;4; ; ;Tramitado;0
alojamientos;-19.941.780.435;33.239.793.799;159;169;Casa Antonio;Extrahotelera;Vivienda turística;Las Hoyas, 2;Los Llanos de Aridane; ;215005;3166395;5;VT-336; ;Tramitado;0
alojamientos;-19.921.319.975;33.284.924.143;160;170;Casa El Palito;Extrahotelera;Vivienda turística;El Palito;Los Llanos de Aridane; ;216899;3170297;4; ; ;Tramitado;0
alojamientos;-1.992.979.998;33.332.509.751;161;171;Viv. Tur.;Extrahotelera;Vivienda turística;Los Pedregales;Los Llanos de Aridane; ;216255;3144474;5; ; ;Tramitado;0
alojamientos;-1.992.979.998;33.332.509.751;162;172;Viv. Tur.;Extrahotelera;Vivienda turística;Los Pedregales;Los Llanos de Aridane; ;216255;3174474;3; ; ;Tramitado;0
alojamientos;-19.922.391.899;33.298.695.175;163;173;Viv. Tur.;Extrahotelera;Vivienda turística;Tendiña, 1;Los Llanos de Aridane; ;216834;3171503;6; ; ;Tramitado;0
alojamientos;-1.992.979.998;33.332.509.751;164;174;Viv. Tur.;Extrahotelera;Vivienda turística;Los Pedregales;Los Llanos de Aridane; ;216255;3174474;2; ; ;Tramitado;0
alojamientos;-19.934.139.012;33.271.467.597;165;177;Casa Las Palomas I;Extrahotelera;Vivienda turística;Cmno. La Lujana, 12;Los Llanos de Aridane;922462339;215744;3169148;4;VT-15; ;Tramitado;0
alojamientos;-19.934.473.527;33.271.653.874;166;178;Casa Las Palomas II;Extrahotelera;Vivienda turística;Cmno. La Lujana, 10;Los Llanos de Aridane;922462339;215715;3169165;4;VT-16; ;Tramitado;0
alojamientos;-19.941.715.803;33.342.185.704;167;179;Casa Simpática;Extrahotelera;Vivienda turística;Urb. Tajuya, 32;Los Llanos de Aridane; ;215229;3175345;6;VT-24; ;Tramitado;0
alojamientos;-19.942.488.588;33.288.227.667;168;180;Viv. Tur.;Extrahotelera;Vivienda turística;La Laguna;Los Llanos de Aridane; ;215046;3170631;4;VT-36; ;Tramitado;0
alojamientos;-19.912.926.597;33.187.581.284;169;181;Viv. Tur.;Extrahotelera;Vivienda turística;El Remo;Los Llanos de Aridane; ;217431;3161767;5;VT-63; ;Tramitado;0
alojamientos;-19.921.855.864;33.244.362.954;170;182;Casa Sol y Mar;Extrahotelera;Vivienda turística;Cuatro Caminos, Las Manchas;Los Llanos de Aridane; ;216766;3166752;2;VT-66; ;Tramitado;0
alojamientos;-19.921.281.659;33.245.085.988;171;184;Casa Pedro;Extrahotelera;Vivienda turística;Hoyo del Verdugo;Los Llanos de Aridane; ;216818;3166814;4;VT-69; ;Tramitado;0
alojamientos;-19.927.487.553;33.264.629.765;172;185;Casa Irmi;Extrahotelera;Vivienda turística;Cmno. del  Hoyo, 41, Todoque;Los Llanos de Aridane; ;216314;3168536;2;VT-70; ;Tramitado;0
alojamientos;-19.932.614.509;3.333.261.255;173;187;Viv. Tur.;Extrahotelera;Vivienda turística;Cmno. Torres, 10;Los Llanos de Aridane;922460836;216008;3174489;2;VT-72; ;Tramitado;0
alojamientos;-19.932.563.179;33.332.373.486;174;188;Viv. Tur.;Extrahotelera;Vivienda turística;Cmno. Torres, 12;Los Llanos de Aridane;922460836;216012;3174468;2;VT-73; ;Tramitado;0
alojamientos;-19.933.322.643;33.218.411.261;175;189;Viv. Tur.;Extrahotelera;Vivienda turística;Playa de Las Monjas, 52;Los Llanos de Aridane;922460836;215703;3164507;4;VT-88; ;Tramitado;0
alojamientos;-19.918.410.276;33.194.295.953;176;190;Casa Aixa;Extrahotelera;Vivienda turística;El Remo, 139;Los Llanos de Aridane;922463163;216963;3162366;5;VT-89; ;Tramitado;0
