idpoi;title;layer;type;tipo;subcategoria;address;postcode;phone;web;description;image_uri;lat;lon;mp3_uri;lang
8610;Bandeira - Cabral;lugares;43;Parques forestales;Parque;Cabral;36218;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. En los 99700 metros cuadrados de superficie que ocupa encontraremos: bar, restaurante, fuente, mirador, servicios sanitarios, teléfono público y barbacoas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug245.jpg;422.389.238.774.838;-863.552.687.852.401;;es-ES
8623;Cristo de la Victoria;lugares;39;Monumentos;Talla religiosa;Plaza de la Colegiata;36202;986441667;www.cristodevigo.es;Durante casi 200 años el Cristo de la Victoria ha despertado pasión entre los vigueses porque para ellos, esta imagen es algo más que la representación de Jesucristo Crucificado.;;4.223.925.962.889;-872.593.478.853.809;;es-ES
8624;El Nadador;lugares;39;Monumentos;Escultura;Rúa das Avendias;36202;;;Obra de Francisco Leiro situada en el entorno marítimo, es una obra de bronce con nadadores que se zambullen en el cemento de la calle y otras piezas más abstractas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug259.jpg;422.406.549.101.768;-872.612.391.461.795;;es-ES
8625;El Rapto de Europa;lugares;39;Monumentos;Escultura;Avda. de Samil;36212;;;Ésta figura simboliza el Rapto de Europa;;;;;
8626;El Sireno;lugares;39;Monumentos;Escultura;Porta do Sol;36203;;;Obra del escultor Francisco Leiro, situada en la Puerta del Sol. Está realizada en aluminio sobre columnas de granito negro pulido. Instalado en 1991, la figura representa un personaje imaginario híbrido de pez y hombre.;http://www.turismodevigo.org/sites/turismodevigo/files/lug261.jpg;422.377.922.371.969;-872.492.835.237.328;;es-ES
8627;La Farola;lugares;39;Monumentos;Escultura;Calle Urzaiz esquina Calle Príncipe;36202;;;Obra de Jenaro de la Fuente, situada en la confluencia entre las calles Príncipe, Urzáiz y Colón, data del sigo XX. Trasladada a Bouzas en 1972 por la celebración en Vigo de la I Feria Mundial de Pesca. Actualmente se encuentra en su lugar original.;http://www.turismodevigo.org/sites/turismodevigo/files/lug262.jpg;422.359.751.013.972;-872.024.712.297.229;;es-ES
8628;La Puerta del Atlántico;lugares;39;Monumentos;Escultura;Plaza América;36208;;;Este monumento es un homenaje a los emigrantes gallegos que salieron de nuestro puerto hacia América. Realizado por Silverio Rivas. Está compuesto por tres elementos complementarios por proceder los tres de un mismo bloque granítico.;http://www.turismodevigo.org/sites/turismodevigo/files/lug263.jpg;42.220.622.993.332;-873.270.617.611.111;;es-ES
8629;Los Caballos;lugares;39;Monumentos;Escultura;Plaza de España;36203;;;Grupo escultórico en bronce de Juan José Oliveira que preside la Plaza de España, representa un grupo de 5 caballos ascendiendo por una cascada. El conjunto pesa 40 toneladas y alcanza los 18 metros.  se completa con un estanque de 10 m. de diámetro.;http://www.turismodevigo.org/sites/turismodevigo/files/lug264.jpg;422.293.336.577.472;-87.194.393.848.106;;es-ES
8630;Monumento a Curros Enríquez;lugares;39;Monumentos;Escultura;Monte do Castro;36203;;;Se trata de un busto del escritor sobre una base trapezoidal historiada y situada, a su vez, sobre un basamento escalonado;;;;;
8631;Monumento a Elduayen;lugares;39;Monumentos;Escultura;Jardines de las Avenidas;36201;;;Situado en los jardines de Las Avenidas, fue inaugurado en 1896. El pedestal, obra de Jenaro de la Fuente, es de estilo neo-griego y consta de un zócalo cuadrangular escalonado con cuatro dados en los vértices.;http://www.turismodevigo.org/sites/turismodevigo/files/lug266.jpg;422.407.695.519.881;-872.190.735.798.718;;es-ES
8622;Fundación Sales;lugares;38;Museos;Fundación;Avda. de Europa, 52;36212;986240882;www.fundacionsales.org;Un espacio íntimo, romántio, exótico y vital. Un refugio para el cuerpo y el espíritu de imprescindible visita.;http://www.turismodevigo.org/sites/turismodevigo/files/lug257.jpg;422.152.064.689.806;-876.319.669.812.673;;es-ES
8621;Fundación Pedro Barrié de la Maza;lugares;38;Museos;Fundación;Policarpo Sanz, 31;36203;986110220;;La Fundación Pedro Barrié de la Maza es una entidad sin ánimo de lucro, de carácter privado, dedicada a promover el desarrollo de Galicia desde una perspectiva global.;http://www.turismodevigo.org/sites/turismodevigo/files/lug256.jpg;422.378.264.247.316;-872.091.580.258.333;;es-ES
8611;San Andrés de Comesaña;lugares;43;Parques forestales;Parque;San Andrés de Comesaña;36213;;;Se trata de un gran espacio verde situado en las proximidades de la ciudad de Vigo. Ocupa una extensión de 29200 metros cuadrados.;http://www.turismodevigo.org/sites/turismodevigo/files/lug246.jpg;421.881.471.298.145;-875.298.935.320.139;;es-ES
8612;Vixiador - Candeán;lugares;43;Parques forestales;Parque;Monte Pequeno;36217;;;Cuenta con una extensión de dieciocho hectáreas y media por las que se reparten toda la variedad de especies arbóreas, arbustivas y faunísticas enunciadas ofreciendo al visitante un espacio adecuado para sus momentos de ocio y esparcimiento.;http://www.turismodevigo.org/sites/turismodevigo/files/lug247.jpg;422.524.396.042.282;-865.085.620.149.623;;es-ES
8613;O Castro de Vigo;lugares;38;Museos;Yacimiento;Monte O Castro;36202;;;íO Castro de Vigo. A Orixe da cidadeí es un yacimiento arqueológico de 1.800 metros cuadrados que incluye la reconstrucción de tres edificaciones castreñas de uno de los poblados más extensos y evolucionados de Galicia.;http://www.turismodevigo.org/sites/turismodevigo/files/lug248.jpg;422.317.763.288.229;-872.789.663.951.502;;es-ES
8614;Centro arqueológico Salinae;lugares;38;Museos;Yacimiento;Rosalía de Castro, 21;36201;986247691;www.museodomar.com/salinae/;La exposición propone un recorrido para conocer la historia de la única salina marina por evaporación solar conservada y musealizada de todo el Imperio Romano.;http://www.turismodevigo.org/sites/turismodevigo/files/lug249.jpg;422.383.185.372.312;-871.744.364.020.964;;es-ES
8616;Casa Galega da Cultura;lugares;38;Museos;Centro de estudio;Plaza de la Princesa;36202;986226459;;Centro en el que se concitan la programación de actividades artísticas y literarias con la existencia de un fondo bibliográfico y museográfico altamente cualificado en lo que se refiere al estudio de la realidad histórica y actual de Galicia.;http://www.turismodevigo.org/sites/turismodevigo/files/lug251.jpg;422.381.550.515.181;-872.605.800.374.697;;es-ES
8617;Archivo fotográfico Pacheco;lugares;38;Museos;Archivo;Policarpo Sanz, 15;36202;986435121;;El archivo Pacheco representa la más completa colección de recursos fotográficos de titularidad pública sobre la ciudad de Vigo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug252.jpg;422.377.800.440.228;-872.294.674.960.066;;es-ES
8618;Centro Cultural Novagalicia;lugares;38;Museos;Centro Cultural;Policarpo Sanz, 13;36203;986828200;www.servinova.com;El 22 de marzo de 1984 se inaugura el Centro Cultural Caixanova, convirtiéndose en uno de los proyectos culturales más importantes realizados por una entidad bancaria en España.;http://www.turismodevigo.org/sites/turismodevigo/files/lug253.jpg;422.378.348.079.872;-872.342.271.126.004;;es-ES
8619;Centro Cultural Novagalicia;lugares;38;Museos;Centro Cultural;Policarpo Sanz, 21, 2º;36202;986815077;www.obrasocialncg.com;La Obra Social de Novagalicia tiene el objetivo de mejorar la calidad de vida de la población, fomentando la participación, el voluntariado, el asociacionismo y acercando las nuevas tecnologías al conjunto de la sociedad.;http://www.turismodevigo.org/sites/turismodevigo/files/lug254.jpg;422.377.928.866.386;-87.220.676.669.618;;es-ES
8620;Centro Social Novagalicia;lugares;38;Museos;Centro Social;Policarpo Sanz, 24-26;36203;986828200;www.coleccioncaixanova.com;Es un edificio multifuncional, concebido con el fin de que sus espacios puedan ser utilizados por entidades públicas y privadas, así como por organizaciones no gubernamentales que desempeñen actividades acordes con la filosofía del Centro.;http://www.turismodevigo.org/sites/turismodevigo/files/lug255.jpg;422.374.215.635.812;-872.251.540.931.047;;es-ES
8632;Monumento a Julio Verne;lugares;39;Monumentos;Escultura;Rúa das Avendias;36202;;;"Se trata de un homenaje a la ciudad de Vigo realizada a Julio Verne (realizada en el centenario de su muerte) por la meción a la urbe viguesa en esu libro de ""20000 leguas de viaje Submarino""";http://www.turismodevigo.org/sites/turismodevigo/files/lug267.jpg;42.241.240.136.011;-872.292.170.802.367;;es-ES
8587;Mende;lugares;44;Playas;Playas;;36216;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 90 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug222.jpg;422.632.641.196.779;-868.094.457.281.179;;es-ES
8586;A Punta;lugares;44;Playas;Playas;;36207;;;Playa de unos 200 metros de longitud galardonada con bandera azul. Es un arenal resguardado ideal para el baño.;http://www.turismodevigo.org/sites/turismodevigo/files/lug221.jpg;422.599.407.888.135;-869.706.639.557.289;;es-ES
8585;O Adro;lugares;44;Playas;Playas;;36208;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 450 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug220.jpg;422.263.713.722.495;-875.417.957.651.922;;es-ES
8584;Carril;lugares;44;Playas;Playas;A Igrexa;36202;;;Playa de arena fina, resguardada aunque en ocasiones puede presentar un oleaje moderado. Tiene una ocupación baja en la época de verano. Su longitud aproximada es de 600 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug219.jpg;422.233.016.181.718;-876.369.572.334.447;;es-ES
8583;Santa Baia;lugares;44;Playas;Playas;;36202;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 230 metros.;http://www.turismodevigo.org/sites/turismodevigo/files/lug218.jpg;422.230.587.864.556;-876.730.337.341.949;;es-ES
8546;Iglesia del Carmen;lugares;37;Edificios singulares;Arquitectura religiosa;Paseo Padre Lorenzo, 2;36211;;;Los terrenos sobre los que se asienta la iglesia fueron donados por Doña Paula Gómez Curieses, en los años 1936 -1939. La primera piedra fue colocada en 1951, el 18 de marzo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug178.jpg;422.236.778.929.434;-873.171.296.966.416;;es-ES
8547;Iglesia de San Pedro de Sárdoma;lugares;37;Edificios singulares;Arquitectura religiosa;Parroquia de Sárdoma;36214;;;El conjunto parroquial está formado por la iglesia, el atrio y el cementerio, que, junto a la Casa Rectoral, constituyen un ejemplo destacado en la parroquia.;http://www.turismodevigo.org/sites/turismodevigo/files/lug179.jpg;422.172.606.841.915;-871.178.856.116.699;;es-ES
8548;Iglesia de San Jorge de Saiáns;lugares;37;Edificios singulares;Arquitectura religiosa;Calle Eira Vella;36392;;;Iglesia de inspiración gótica en la ojiva de las ventanas y barroca en el juego de volúmenes y en algunos detalles como la hornacina;http://www.turismodevigo.org/sites/turismodevigo/files/lug180.jpg;421.677.162.446.445;-880.469.253.389.744;;es-ES
8549;Iglesia de Oia;lugares;37;Edificios singulares;Arquitectura religiosa;Carretera de la Igrexa, Roteas;36390;;;Esta iglesia es un ejemplo del modelo tradicional del rural gallego. Es de planta longitudinal sencilla, con una sola nave cubierta a dos aguas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug181.jpg;421.826.495.750.421;-880.111.689.227.044;;es-ES
8550;Círculo Mercantil;lugares;37;Edificios singulares;Edificio singular;Calle Príncipe, 44;36202;;;El edificio es de estilo ecléctico con una composición clasicista. Fue realizado por el arquitecto Manuel Gómez Román en el año 1921;http://www.turismodevigo.org/sites/turismodevigo/files/lug183.jpg;422.366.101.395.826;-872.244.239.295.161;;es-ES
8551;Casa de Ceta;lugares;37;Edificios singulares;Arquitectura civil;Plaza de Almeida, 2;36202;;;Palacete urbano del siglo XV enmarcado en el estilo gótico tardío. Tiene aspecto de torreón medieval y está costruído sobres sillares de piedra.;http://www.turismodevigo.org/sites/turismodevigo/files/lug184.jpg;422.379.065.853.052;-872.809.399.688.459;;es-ES
8552;Iglesia de Navia (nueva);lugares;37;Edificios singulares;Arquitectura religiosa;Parroquia de San Paio de Navia;36212;;;Tras finalizar su proyecto de la iglesia de Inmaculada Concepción en el barrio del Calvario, Román Conde se embarca en la construcción de esta nueva iglesia en la parroquia de Sampaio de Navia, en la que logrará un juego de volúmenes más sosegado.;http://www.turismodevigo.org/sites/turismodevigo/files/lug185.jpg;422.079.828.474.107;-876.715.068.780.414;;es-ES
8553;Iglesia de Navia;lugares;37;Edificios singulares;Arquitectura religiosa;Parroquia de San Paio de Navia;36212;;;La actual iglesia se basa en una ampliación de la antigua capilla de 1900. En el interior se encuentra un retablo de estilo barroco, que también ha sufrido reformas.;http://www.turismodevigo.org/sites/turismodevigo/files/lug187.jpg;422.071.447.719.605;-876.750.542.284.277;;es-ES
8554;Verbum - Casa das Palabras;lugares;38;Museos;Casa de las palabras;Avda. de Samil, nº 17;36212;986240130;www.verbum.vigo.org;Museo interactivo sobre todos los ámbitos relacionados con la comunicación humana, diseñado como un espacio cultural, lúdico y divulgativo en el que los visitantes pueden participar de un modo activo en los elementos expositivos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug189.jpg;422.128.101.707.506;-877.382.191.258.537;;es-ES
8555;Centro de Recepción de Visitantes - Oficina Municipal de Información Turística de Vigo;lugares;35;Puntos de información turística;Información;Estación Marítima de Ría (interior);36202;986224757;www.turismodevigo@vigo.org;Esta Oficina permanecerá abierta durante todo el año con los siguientes horarios: Horario de verano: (De Abril a Septiembre ): de lunes a domingo: de 9:00 a 21:00 h. Horario de invierno: (De Octubre a Marzo): de lunes a domingo: de 9:00 a 18:00 h;http://www.turismodevigo.org/sites/turismodevigo/files/lug190.jpg;422.414.195.978.855;-872.840.054.853.745;;es-ES
8556;Oficina de Turismo de Vigo (Xunta de Galicia);lugares;35;Puntos de información turística;Información;Cánovas del Castillo, 22;36202;986430577;;Esta Oficina, dependiente de la Xunta de Galicia, permanecerá abierta durante todo el año con los siguientes horarios: Lunes a viernes: de 09:30 a 14:00 y de 16:30 a 18:30 h. Sábados: de 10:00 a 13:30 h.;http://www.turismodevigo.org/sites/turismodevigo/files/lug191.jpg;422.401.179.157.237;-872.616.634.196.882;;es-ES
8545;Ermita de la Guía;lugares;41;Turismo urbano;Arquitectura religiosa;Monte de A Guía. Parroquia de Teis.;36207;;;La ermita está dedicada a la Virgen de A Guía y al Sagrado Corazón de Jesús. Obra del arquitecto Gómez Román reedificada en los años 50 sobre una edificación primitiva datable en el siglo XVI. Magnífico mirador de la Ría de Vigo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug177.jpg;422.555.015.543.566;-870.180.430.477.845;;es-ES
8544;Capilla de Nuestra Señora del Alba;lugares;41;Turismo urbano;Arquitectura religiosa;Monte Alba;36315;;;La planta de esta ermita está formada por dos rectángulos, uno mayor de 9.1 por 7 metros y el otro de 7.2 por 6 metros. En los muros exteriores podemos ver un trabajo de sillería, con bloques no siempre regulares.;http://www.turismodevigo.org/sites/turismodevigo/files/lug176.jpg;42.172.496.577.151;-873.613.602.619.688;;es-ES
8533;Cruceiro de Taberna;lugares;37;Edificios singulares;Arquitectura religiosa;A Taberna, s/n;36391;;;En el reverso muestra la Piedad, de pie y sosteniendo el cuerpo de su hijo muerto;http://www.turismodevigo.org/sites/turismodevigo/files/lug159.jpg;421.873.722.995.241;-877.704.244.653.249;;es-ES
8534;Cruceiro da rúa Poboadores;lugares;37;Edificios singulares;Arquitectura religiosa;Poboadores, s/n;36202;;;Es un crucero con doble función. La parte inferior es un peto de ánimas y la superior es un crucero.;http://www.turismodevigo.org/sites/turismodevigo/files/lug160.jpg;422.358.539.720.406;-873.030.046.908.426;;es-ES
8536;Cruceiro do adro da igrexa de Valadares;lugares;37;Edificios singulares;Arquitectura religiosa;A Igrexa, s/n;36314;;;La cruz es cuadrada y en el anverso tiene la crucifixión, y en el reverso a la Piedad con el hijo en brazos, mucho más pequeño que la madre.;http://www.turismodevigo.org/sites/turismodevigo/files/lug162.jpg;421.776.165.905.781;-872.407.492.468.296;;es-ES
8537;Edificio José Mouriño Vilas;lugares;37;Edificios singulares;Arquitectura civil;Urzaiz, 5;36201;;;El edificio fue diseñado en 1946 por el arquitecto Pascual Bravo Sanfeliú. Este edificio destaca por su altura y juego de volúmenes en la parte superior.;http://www.turismodevigo.org/sites/turismodevigo/files/lug163.jpg;422.358.124.686.976;-871.934.207.260.909;;es-ES
8538;Biblioteca Braille de la Once;lugares;37;Edificios singulares;Biblioteca;Gran Vía, 15;36203;986227208;;Espacio de dedicado a la lectura y préstamo de libros con ejemplares adaptados a las necesidades de los deficientes visuales.;http://www.turismodevigo.org/sites/turismodevigo/files/lug167.jpg;422.333.214.606.006;-871.688.940.745.036;;es-ES
8539;Biblioteca de Torrecedeira;lugares;37;Edificios singulares;Biblioteca;Torrecedeira, 86;36208;986813739;;Sala de lectura y servicio de préstamo de gran demanda y creciente utilización.;http://www.turismodevigo.org/sites/turismodevigo/files/lug170.jpg;422.272.984.318.301;-873.462.744.813.371;;es-ES
8535;Cruceiro da fachada da igrexa da Consolación;lugares;37;Edificios singulares;Arquitectura religiosa;Plaza da Consolación;36208;;;Solamente se conserva la columna con la cruz.;http://www.turismodevigo.org/sites/turismodevigo/files/lug161.jpg;422.208.535.634.188;-874.530.933.738.075;;es-ES
8540;Cruceiro da Guía;lugares;37;Edificios singulares;Arquitectura religiosa;A Guía;36207;;;Crucero con base cuadrangular sobre una afloración granítica.;http://www.turismodevigo.org/sites/turismodevigo/files/lug172.jpg;42.256.191.539.078;-870.260.156.017.203;;es-ES
8541;Cruceiro de Cruceiro;lugares;37;Edificios singulares;Arquitectura religiosa;O Cruceiro, s/n;36390;;;En cada cara aparecen caras de ángeles, excepto en la cara anterior, bajo el Cristo donde aparece una calavera representando el monte Gólgota.;http://www.turismodevigo.org/sites/turismodevigo/files/lug173.jpg;421.824.621.323.533;-880.215.958.086.106;;es-ES
8542;Cruceiro do adro da igrexa de Coruxo;lugares;37;Edificios singulares;Arquitectura religiosa;A Igrexa, s/n;36391;;;Representa la crucifixión, donde Cristo tiene tres clavos, las piernas flexionadas y la cabeza ladeada. En el reverso se muestra la Piedad, con un Cristo ligeramente menor que la Virgen.;http://www.turismodevigo.org/sites/turismodevigo/files/lug174.jpg;421.886.496.254.623;-877.662.209.131.498;;es-ES
8543;Mosteiro da Visitación das Salesas Reais;lugares;37;Edificios singulares;Monasterio;Montecelo, 14;36207;;;El monasterio de la Visitación de las Salesas Reales fue proyectado en 1942 por el arquitecto Antonio Palacios. Está situado en el barrio de la Calzada de Teis, próximo a la calle Sanjurjo Badía.;http://www.turismodevigo.org/sites/turismodevigo/files/lug175.jpg;422.430.174.691.154;-87.047.242.214.613;;es-ES
8557;Oficina Municipal de Turismo de Vigo;lugares;35;Puntos de información turística;Información;Teófilo Llorente, 5;36202;986224757;;Esta Oficina permanecerá abierta durante todo el año con los siguientes horarios: Lunes a viernes: de 8:30 a 19:30 h. Sábados: de 13:00 a 18:00 h.;http://www.turismodevigo.org/sites/turismodevigo/files/lug192.jpg;422.386.738.785.973;-87.283.100.307.374;;es-ES
8558;Punto de Información Turística en Vigo;lugares;35;Puntos de información turística;Información;Praza do Rei, s/n;36202;986810171;;Punto de información turística dentro del propio edificio del ayuntamiento.;http://www.turismodevigo.org/sites/turismodevigo/files/lug193.jpg;422.364.150.396.916;-872.663.877.418.901;;es-ES
8572;Barreiros;lugares;44;Playas;Playas;;36390;;;Playa abierta con una ocupación baja en la época de verano debido a su oleaje moderado. Su longitud aproximada es de 100 metros de arena blanca y fina.;;421.804.114.421.056;-881.252.570.666.434;;es-ES
8573;Praia do Vao;lugares;44;Playas;Playas;Fontenla;36391;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 800 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug208.jpg;421.979.756.649.772;-879.368.501.672.135;;es-ES
8574;A Sirenita;lugares;44;Playas;Playas;Breadouro;36391;;;Su forma es en concha, con base de arena de color blanco y grano fino. Playa resguardada, vigilada y con zona para fondeo de embarcaciones.;http://www.turismodevigo.org/sites/turismodevigo/files/lug209.jpg;421.996.303.116.164;-878.676.529.052.567;;es-ES
8575;O Fechiño;lugares;44;Playas;Playas;A Carrasqueiro;36391;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 100 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug210.jpg;422.008.825.822.571;-878.443.554.241.418;;es-ES
8576;As Barcas;lugares;44;Playas;Playas;;36391;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 175 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug211.jpg;422.031.476.719.644;-878.154.225.124.243;;es-ES
8577;Samil;lugares;44;Playas;Playas;Samil;36212;;;Tiene forma de concha, la arena es de color blanco y grano fino. Está resguardada aunque es algo ventosa y de oleaje moderado.  Se puede acceder a la misma mediante la línea de autobuses urbanos con dirección a Samil.;http://www.turismodevigo.org/sites/turismodevigo/files/lug212.jpg;422.098.022.109.307;-877.610.577.844.538;;es-ES
8579;O Tombo do Gato o De la Fuente;lugares;44;Playas;Playas;;36212;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug214.jpg;422.201.378.061.408;-87.759.250.068.458;;es-ES
8580;As Fontes;lugares;44;Playas;Playas;A Ameixeira;36212;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 150 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug215.jpg;422.225.208.347.114;-877.294.785.342.439;;es-ES
8581;A Mourisca o Los Olmos;lugares;44;Playas;Playas;A Fonte;36202;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 150 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug216.jpg;422.241.000.421.769;-877.081.337.872.295;;es-ES
8582;O Cocho;lugares;44;Playas;Playas;Alcabre;36202;;;Playa de arena fina, resguardada del viento y con una ocupación media en la época de verano. Su longitud aproximada es de 250 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug217.jpg;422.242.532.733.066;-876.939.093.790.816;;es-ES
8571;Canto de Area;lugares;44;Playas;Playas;;36390;;;Playa abierta con una ocupación baja en la época de verano debido a su oleaje moderado. Su longitud aproximada es de 120 metros de arena blanca y fina.;http://www.turismodevigo.org/sites/turismodevigo/files/lug206.jpg;421.822.614.861.385;-881.270.046.350.073;;es-ES
8570;Toralla;lugares;44;Playas;Playas;Toralla;36391;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 200 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug205.jpg;422.002.158.366.033;-880.056.940.643.516;;es-ES
8559;Punto de Información Turístico (Padroado Turismo RRBB);lugares;35;Puntos de información turística;Información;Avda. de Peinador;36218;986804100;www.turismodevigo.es;Esta Oficina permanecerá abierta durante todo el año con los siguientes horarios: Lunes a viernes: de 8:30 a 19:30 h. Sábados: de 13:00 a 18:00 h.;http://www.turismodevigo.org/sites/turismodevigo/files/lug194.jpg;422.265.494.681.754;-863.249.208.594.621;;es-ES
8560;Oficina de Turismo de Vigo (Xunta de Galicia);lugares;35;Puntos de información turística;Información;Estación Marítima, s/n;36202;986224787;;Oficina municial de información turística y centro de recepción de visitantes.;http://www.turismodevigo.org/sites/turismodevigo/files/lug195.jpg;422.366.744.994.674;-873.204.001.129.307;;es-ES
8561;Iglesia de Matamá;lugares;37;Edificios singulares;Arquitectura religiosa;Calle de los Canteiros;36213;;;Esta es una iglesia con una gran torre en el campanario, según los viejos libros de texto. En la iglesia hay un viejo retablo que perteneció a la antigua Colegiata de Santa María y que fue adquirido por 3000 reales;http://www.turismodevigo.org/sites/turismodevigo/files/lug196.jpg;42.199.579.059.208;-873.806.158.328.729;;es-ES
8562;Cruceiro do adro da igrexa de Comesaña;lugares;37;Edificios singulares;Arquitectura religiosa;A Igrexa, s/n;36213;;;Como única representación tiene a Cristo crucificado con tres clavos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug197.jpg;42.200.964.744.919;-873.847.980.073.568;;es-ES
8563;Instituto Ferial de Vigo-IFEVI;lugares;41;Turismo urbano;Exposiciones y actividades;Avda. do Aeroporto, 772;36218;986486144;www.ifevi.com;Con cerca de cien eventos y una afluencia de público que ronda el millón de visitantes al año, el carácter dinámico e innovador de IFEVI es hoy la mejor garantía de éxito para el profesional dispuesto a crecer y asumir nuevos retos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug198.jpg;422.234.311.669.436;-863.867.829.275.966;;es-ES
8564;O Portiño;lugares;44;Playas;Playas;O Portiño;36392;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 100 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug199.jpg;421.680.025.976.903;-881.644.920.096.227;;es-ES
8565;Os Muiños;lugares;44;Playas;Playas;A Corveira;36392;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 150 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug200.jpg;421.746.370.574.708;-881.422.178.182.862;;es-ES
8566;Noivos;lugares;44;Playas;Playas;;36390;;;Playa abierta con una ocupación alta en la época de verano. Su longitud aproximada es de 100 metros de arena fina.;http://www.turismodevigo.org/sites/turismodevigo/files/lug201.jpg;421.759.935.972.656;-881.410.033.237.597;;es-ES
8567;Buraca;lugares;44;Playas;Playas;Oia;36390;;;Tiene forma de concha y su arena es de color blanco y grano fino. Playa resguardada, ventosa y con oleaje moderado lo que favorece la práctica del baño.;http://www.turismodevigo.org/sites/turismodevigo/files/lug202.jpg;421.899.040.543.099;-881.244.719.109.143;;es-ES
8568;O Fuchiño;lugares;44;Playas;Playas;Oia;36390;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 900 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug203.jpg;421.921.280.883.911;-880.277.164.069.544;;es-ES
8569;Canido;lugares;44;Playas;Playas;Canido;36390;;;Playa de arena fina, resguardada del viento y con una ocupación alta en la época de verano. Su longitud aproximada es de 300 metros y está galardonada con la bandera azul.;http://www.turismodevigo.org/sites/turismodevigo/files/lug204.jpg;421.938.500.750.542;-879.731.299.529.034;;es-ES
8500;Xardíns de Eijo Garay;lugares;42;Jardines urbanos;Parque;Concepción Arenal;36201;;;Este parque tiene una extensión de 18.000 m2. En estos jardines está situada la Jefatura o Comandancia de Marina y preciosas fuentes como la del gallo.;http://www.turismodevigo.org/sites/turismodevigo/files/lug122.jpg;422.395.937.555.774;-8.718.588.530.707;;es-ES
8499;Vivendas irmáns Suárez Eire/Purificación Suárez;lugares;37;Edificios singulares;Arquitectura civil;Plaza de Compostela, 17;36201;;;Ejemplo de eclecticismo moderno el edificio tiene una cornisa decorada, unos balcones con refuerzos de piedra y barandillas de hierro. Como material constructivo se ha utilizado el granito de la Sierra de Castrelos.;http://www.turismodevigo.org/sites/turismodevigo/files/lug121.jpg;422.391.518.223.023;-872.105.606.399.042;;es-ES
8498;Vivendas da rúa Uruguay;lugares;37;Edificios singulares;Arquitectura civil;Uruguay, 11;36201;;;Edificio eclepticista proyectado por Genaro de la Fuente.;http://www.turismodevigo.org/sites/turismodevigo/files/lug120.jpg;422.365.210.720.317;-871.807.674.533.958;;es-ES
8497;Visitación de las Salesas Reales;lugares;37;Edificios singulares;Arquitectura religiosa;Sanjurjo Badía y Coutadas;36207;;;Se trata de un edificio diseñado por Antonio Palacios siguiendo un estilo regionalista aunque con cierto aire medieval. Data de 1942;http://www.turismodevigo.org/sites/turismodevigo/files/lug119.jpg;422.441.463.483.087;-870.338.304.041.177;;es-ES
